Name,Released year,Genre,Director,Runtime (h),Score,Status,Language,Budget ($),Revenue ($)
Fifty Shades of Grey,2015,"'Drama', 'Romance', 'Thriller'",Sam Taylor-Johnson,2.08,59.0,Released,English,40000000.0,571000000.0
Godzilla: The Planet Eater,2018,"'Animation', 'Science Fiction', 'Action', 'Adventure'",Kobun Shizuno,1.52,64.0,Released,Japanese,,
No Hard Feelings,2023,"'Comedy', 'Romance'",Gene Stupnitsky,1.73,71.0,Released,English,45000000.0,83000000.0
Texas Chainsaw 3D,2013,"'Horror', 'Thriller'",Debra Sullivan,1.53,55.0,Released,English,10000000.0,47340586.0
The Elevator,2023,'Horror',Tom J. Kelly,1.43,57.0,Released,English,,
The Holdovers,2023,"'Comedy', 'Drama'",Alexander Payne,2.22,77.0,Released,English,,
Coco,2017,"'Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure'",Lee Unkrich,1.75,82.0,Released,English,175000000.0,800500000.0
Monster High 2,2023,"'Family', 'Fantasy', 'Science Fiction', 'TV Movie'",Todd Holland,1.5699999999999998,74.0,Released,English,,
Detective Conan: Black Iron Submarine,2023,"'Animation', 'Action', 'Crime', 'Mystery'",Yuzuru Tachikawa,1.83,66.0,Released,Japanese,,
Shrek 2,2004,"'Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure'",Andrew Adamson,1.55,73.0,Released,English,150000000.0,928800000.0
The Lake,2022,"'Horror', 'Science Fiction', 'Thriller'",Lee Thongkham,1.73,59.0,Released,Thai,2480000.0,
Extraction 2,2023,"'Action', 'Thriller'",Sam Hargrave,2.05,75.0,Released,English,65000000.0,
Barcelona Christmas Night,2015,"'Romance', 'Comedy', 'Drama'",Dani de la Orden,1.58,63.0,Released,Catalan; Valencian,,
Teen Titans: Trouble in Tokyo,2006,"'Animation', 'Action', 'Science Fiction', 'TV Movie'",Matt Youngberg,1.25,77.0,Released,English,,
Spirited Away,2001,"'Animation', 'Family', 'Fantasy'",Hayao Miyazaki,2.08,85.0,Released,Japanese,19000000.0,274925095.0
Suzume,2022,"'Animation', 'Drama', 'Adventure', 'Fantasy'",Makoto Shinkai,2.05,80.0,Released,Japanese,,321092572.0
Violent Night,2022,"'Action', 'Comedy', 'Thriller'",Tommy Wirkola,1.87,74.0,Released,English,20000000.0,75734910.0
The Croods: A New Age,2020,"'Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy'",Chris Sanders,1.58,75.0,Released,English,65000000.0,215905815.0
The Lion King,1994,"'Family', 'Animation', 'Drama'",Roger Allers,1.48,83.0,Released,English,45000000.0,763455561.0
Big Hero 6,2014,"'Adventure', 'Family', 'Animation', 'Action', 'Comedy'",Robert L. Baird,1.7,77.0,Released,English,165000000.0,657827828.0
Shin Godzilla,2016,"'Action', 'Science Fiction', 'Horror'",Hideaki Anno,,71.0,Released,Japanese,15000000.0,77947607.0
R.A.D.A.R.: The Adventures of the Bionic Dog,2023,"'Family', 'Science Fiction', 'Comedy', 'Adventure'",Scott Vandiver,,68.0,Released,English,,
Hypnotic,2023,"'Mystery', 'Thriller', 'Action', 'Science Fiction'",Robert Rodriguez,1.5699999999999998,64.0,Released,English,70000000.0,9500000.0
Heart of Stone,2023,"'Thriller', 'Action'",Greg Rucka,2.07,69.0,Released,English,,
1962 Halloween Massacre,2023,'Horror',Crawford Watson,1.33,65.0,Released,English,,
San Andreas,2015,"'Action', 'Drama', 'Thriller'",Brad Peyton,1.9,62.0,Released,English,110000000.0,473990832.0
Ganti-Ganti,2023,"'Romance', 'Drama', 'Thriller'",Mac Alejandre,1.53,0.0,Released,Tagalog,,
Amigos,2023,"'Action', 'Thriller'",Rajendra Reddy,2.2800000000000002,48.0,Released,Telugu,,
The Lorax,2012,"'Animation', 'Family'",Chris Renaud,1.43,65.0,Released,English,70000000.0,348840316.0
Evil Dead Rise,2023,"'Horror', 'Thriller'",Lee Cronin,1.6,70.0,Released,English,15000000.0,146700000.0
X,2022,"'Horror', 'Thriller', 'Mystery'",Ti West,1.77,68.0,Released,English,1000000.0,14700000.0
365 Days: This Day,2022,"'Romance', 'Drama'",Tomasz Mandes,1.85,58.0,Released,Polish,,
Avengers: Age of Ultron,2015,"'Action', 'Adventure', 'Science Fiction'",Joss Whedon,2.35,73.0,Released,English,365000000.0,1405403694.0
Wrath of Man,2021,"'Thriller', 'Action', 'Crime'",Guy Ritchie,1.98,77.0,Released,English,40000000.0,103966489.0
Room in Rome,2010,"'Drama', 'Romance'",Julio Medem,1.8199999999999998,64.0,Released,Spanish; Castilian,,844281.0
Love and Love Not,2022,"'Comedy', 'Romance'",Anthony Cally,1.73,48.0,Released,English,,
Turning Red,2022,"'Animation', 'Family', 'Comedy', 'Fantasy'",Domee Shi,1.67,74.0,Released,English,190000000.0,18879922.0
Pirates of the Caribbean: At World's End,2007,"'Adventure', 'Fantasy', 'Action'",Ted Elliott,2.82,72.0,Released,English,300000000.0,961000000.0
Rumble Through the Dark,2023,"'Thriller', 'Action'",Parker Phillips,1.9300000000000002,70.0,Released,English,,
Space Wars: Quest for the Deepstar,2023,"'Science Fiction', 'Adventure', 'Action'",Garo Setian,1.5,37.0,Released,English,,
Agnes,2021,'Horror',Mickey Reece,1.55,41.0,Released,English,,
The Lord of the Rings: The Return of the King,2003,"'Adventure', 'Fantasy', 'Action'",Peter Jackson,3.35,85.0,Released,English,94000000.0,1118888979.0
The End of Sex,2023,"'Comedy', 'Romance', 'Drama'",Sean Garrity,1.45,61.0,Released,English,,
How to Train Your Dragon: The Hidden World,2019,"'Animation', 'Family', 'Adventure'",Dean DeBlois,1.73,78.0,Released,English,129000000.0,524580592.0
The Conjuring: The Devil Made Me Do It,2021,"'Horror', 'Mystery', 'Thriller'",David Leslie Johnson-McGoldrick,1.85,75.0,Released,English,39000000.0,206431050.0
The Pope's Exorcist,2023,"'Horror', 'Thriller'",Julius Avery,1.72,71.0,Released,English,18000000.0,70204828.0
Ocho apellidos marroquís,2023,'Comedy',Álvaro Fernández Armero,,67.0,Released,Spanish; Castilian,,
John Wick: Chapter 3 - Parabellum,2019,"'Action', 'Thriller', 'Crime'",Derek Kolstad,2.18,74.0,Released,English,55000000.0,326709727.0
Terrifier 2,2022,"'Horror', 'Thriller'",Damien Leone,2.3,68.0,Released,English,250000.0,15100000.0
PAW Patrol: The Movie,2021,"'Animation', 'Family', 'Adventure', 'Comedy'",Cal Brunker,1.43,74.0,Released,English,26000000.0,144327371.0
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2023,"'Animation', 'Adventure', 'Action', 'Fantasy', 'Family'",Thomas Astruc,,68.0,Released,French,,
Spider-Man: Homecoming,2017,"'Action', 'Adventure', 'Science Fiction', 'Drama'",Jon Watts,2.22,73.0,Released,English,175000000.0,880166924.0
A Haunting in Venice,2023,"'Mystery', 'Thriller', 'Crime'",Kenneth Branagh,1.73,68.0,Released,English,60000000.0,121400000.0
Pirates of the Caribbean: On Stranger Tides,2011,"'Adventure', 'Action', 'Fantasy'",Rob Marshall,2.2800000000000002,65.0,Released,English,379000000.0,1045700000.0
Hacksaw Ridge,2016,"'Drama', 'History', 'War'",Mel Gibson,2.32,82.0,Released,English,40000000.0,175302354.0
Let Us In,2021,"'Science Fiction', 'Thriller', 'Horror'",Craig Moss,1.4,55.0,Released,English,,
Everything Everywhere All at Once,2022,"'Action', 'Adventure', 'Science Fiction'",Daniel Scheinert,2.33,78.0,Released,English,25000000.0,139200000.0
Ted 2,2015,"'Comedy', 'Fantasy'",Seth MacFarlane,1.92,63.0,Released,English,68000000.0,215863606.0
The Twilight Saga: Breaking Dawn - Part 1,2011,"'Adventure', 'Fantasy', 'Romance'",Bill Condon,1.95,62.0,Released,English,110000000.0,712171856.0
Penguins of Madagascar,2014,"'Family', 'Animation', 'Adventure', 'Comedy'",Michael Colton,1.53,65.0,Released,English,132000000.0,373552094.0
Adipurush,2023,"'Action', 'Adventure', 'Drama', 'Fantasy'",Om Raut,2.98,53.0,Released,Hindi,63000000.0,43000000.0
Ballerina,2023,"'Action', 'Crime', 'Thriller'",Lee Chung-hyun,1.55,70.0,Released,Korean,,
Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',2001,"'Documentary', 'Fantasy'",J.M. Kenny,,68.0,Released,English,,
Me Before You,2016,"'Drama', 'Romance'",Jojo Moyes,1.83,79.0,Released,English,20000000.0,207945075.0
20th Century Girl,2022,"'Romance', 'Drama'",Bang Woo-ri,1.98,82.0,Released,Korean,119.0,
The Lord of the Rings: The Two Towers,2002,"'Adventure', 'Fantasy', 'Action'",Peter Jackson,2.98,84.0,Released,English,79000000.0,926287400.0
Scream VI,2023,"'Horror', 'Crime', 'Thriller'",Kevin Williamson,2.05,71.0,Released,English,35000000.0,169000000.0
The Twilight Saga: Eclipse,2010,"'Adventure', 'Fantasy', 'Drama', 'Romance'",David Slade,2.07,62.0,Released,English,68000000.0,698491347.0
Greenland,2020,"'Action', 'Thriller', 'Drama'",Ric Roman Waugh,,71.0,Released,English,34000000.0,52300000.0
Insidious: The Red Door,2023,"'Horror', 'Mystery', 'Thriller'",Leigh Whannell,1.78,68.0,Released,English,16000000.0,185582093.0
Fifty Shades Freed,2018,"'Drama', 'Romance'",James Foley,1.75,67.0,Released,English,55000000.0,368300000.0
Resident Evil: Death Island,2023,"'Animation', 'Action', 'Horror'",Eiichirō Hasumi,1.52,75.0,Released,Japanese,,53929.0
"Muchachos, la película de la gente",2023,'Documentary',Jesús Braceras,,67.0,Released,Spanish; Castilian,,
Let Her Kill You,2023,"'Thriller', 'Mystery'",Jérôme Dassier,1.62,64.0,Released,French,3200000.0,
Warhorse One,2023,"'Action', 'Drama', 'War'",William Kaufman,,72.0,Released,English,,
Christmas As Usual,2023,"'Romance', 'Comedy', 'Drama'",Petter Holmsen,1.48,56.0,Released,Norwegian,,
Finding Nemo,2003,"'Animation', 'Family'",Andrew Stanton,1.67,78.0,Released,English,94000000.0,940335536.0
The Nun,2018,"'Horror', 'Mystery', 'Thriller'",Gary Dauberman,1.6,59.0,Released,English,22000000.0,365582797.0
Prey,2022,"'Thriller', 'Action', 'Science Fiction'",Dan Trachtenberg,1.67,78.0,Released,English,65000000.0,
Strays,2023,"'Comedy', 'Adventure'",Josh Greenbaum,1.55,76.0,Released,English,46000000.0,32000000.0
A Christmas Carol,2009,"'Animation', 'Family', 'Fantasy'",Robert Zemeckis,1.5699999999999998,69.0,Released,English,200000000.0,325300000.0
Last Night of Amore,2023,"'Thriller', 'Crime'",Andrea Di Stefano,2.07,72.0,Released,Italian,9500000.0,
Alien,1979,"'Horror', 'Science Fiction'",Dan O'Bannon,1.95,82.0,Released,English,11000000.0,104931801.0
Justice League: Warworld,2023,"'Animation', 'Action', 'Science Fiction', 'Adventure'",Keith Giffen,1.5,72.0,Released,English,,
Venom: Let There Be Carnage,2021,"'Science Fiction', 'Action', 'Adventure'",Kelly Marcel,1.62,68.0,Released,English,110000000.0,506900000.0
Emmanuelle: The Joys of a Woman,1975,"'Drama', 'Romance'",Francis Giacobetti,1.4,54.0,Released,French,,
Poseído,2019,'Horror',Javier M. Ruiz,,48.0,Released,Spanish; Castilian,,
Coraline,2009,"'Animation', 'Family', 'Fantasy'",Henry Selick,1.67,79.0,Released,English,60000000.0,124600000.0
There's Something in the Barn,2023,"'Comedy', 'Horror', 'Fantasy'",Magnus Martens,1.67,75.0,Released,Norwegian,,
Lamborghini: The Man Behind the Legend,2022,"'Drama', 'History'",Bobby Moresco,1.62,64.0,Released,English,,
The Boy and the Heron,2023,"'Animation', 'Adventure', 'Fantasy', 'Drama'",Hayao Miyazaki,2.07,72.0,Released,Japanese,50000000.0,97000000.0
When Evil Lurks,2023,"'Horror', 'Thriller'",Demián Rugna,1.65,72.0,Released,Spanish; Castilian,,547573.0
Iron Man,2008,"'Action', 'Science Fiction', 'Adventure'",Jon Favreau,2.1,76.0,Released,English,140000000.0,585174222.0
Terminator Genisys,2015,"'Science Fiction', 'Action', 'Thriller', 'Adventure'",Gale Anne Hurd,2.1,59.0,Released,English,155000000.0,440603537.0
Forrest Gump,1994,"'Comedy', 'Drama', 'Romance'",Robert Zemeckis,2.37,85.0,Released,English,55000000.0,677387716.0
Thor: Ragnarok,2017,"'Action', 'Adventure', 'Science Fiction'",Taika Waititi,2.18,76.0,Released,English,180000000.0,855301806.0
After Ever Happy,2022,"'Romance', 'Drama'",Castille Landon,1.58,68.0,Released,English,14000000.0,19200000.0
Sing 2,2021,"'Animation', 'Family', 'Music', 'Comedy'",Garth Jennings,1.83,79.0,Released,English,85000000.0,406000000.0
Ratatouille,2007,"'Animation', 'Comedy', 'Family', 'Fantasy'",Brad Bird,1.85,78.0,Released,English,150000000.0,623726000.0
Hotel Transylvania: Transformania,2022,"'Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy'",Genndy Tartakovsky,1.53,70.0,Released,English,75000000.0,18500000.0
xXx,2002,"'Action', 'Adventure', 'Thriller'",Rob Cohen,2.07,59.0,Released,English,70000000.0,277448382.0
The Wolf of Wall Street,2013,"'Crime', 'Drama', 'Comedy'",Martin Scorsese,,80.0,Released,English,100000000.0,392000000.0
Knuckle Girl,2023,"'Action', 'Drama'",Chang,1.78,64.0,Released,Japanese,,
Spider-Man,2002,"'Fantasy', 'Action'",Sam Raimi,2.02,73.0,Released,English,139000000.0,821708551.0
After,2019,"'Romance', 'Drama'",Jenny Gage,1.77,71.0,Released,English,14000000.0,69500000.0
The Twilight Saga: Breaking Dawn - Part 2,2012,"'Adventure', 'Fantasy', 'Drama', 'Romance'",Bill Condon,1.92,65.0,Released,English,120000000.0,829747654.0
Percy Jackson & the Olympians: The Lightning Thief,2010,"'Adventure', 'Fantasy', 'Family'",Chris Columbus,1.97,62.0,Released,English,95000000.0,226497209.0
Pirates of the Caribbean: Dead Man's Chest,2006,"'Adventure', 'Fantasy', 'Action'",Ted Elliott,2.52,73.0,Released,English,200000000.0,1065700000.0
Jujutsu Kaisen 0,2021,"'Animation', 'Action', 'Fantasy'",Sunghoo Park,1.75,82.0,Released,Japanese,,195870885.0
Ice Age,2002,"'Animation', 'Comedy', 'Family', 'Adventure'",Michael J. Wilson,1.35,74.0,Released,English,59000000.0,383257136.0
Home Alone 3,1997,"'Comedy', 'Family'",Raja Gosnell,1.7,53.0,Released,English,32000000.0,79082515.0
The Killer,2023,"'Crime', 'Thriller'",David Fincher,1.97,66.0,Released,English,175000000.0,362113.0
Luck,2022,"'Animation', 'Adventure', 'Comedy', 'Fantasy'",Kiel Murray,1.75,78.0,Released,English,,
Kingsman: The Golden Circle,2017,"'Action', 'Adventure', 'Comedy'",Matthew Vaughn,2.35,70.0,Released,English,104000000.0,410900000.0
The Ritual Killer,2023,"'Mystery', 'Thriller', 'Action', 'Drama'",Francesco Cinquemani,1.53,61.0,Released,English,7000000.0,
Star Wars,1977,"'Adventure', 'Action', 'Science Fiction'",George Lucas,2.02,82.0,Released,English,11000000.0,775398007.0
The Emperor's New Groove,2000,"'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy'",Mark Dindal,1.3,75.0,Released,English,100000000.0,169327687.0
Cars 2,2011,"'Animation', 'Family', 'Adventure', 'Comedy'",Robert Moyer,1.77,61.0,Released,English,200000000.0,559852396.0
The Amazing Spider-Man 2,2014,"'Action', 'Adventure', 'Fantasy'",Alex Kurtzman,2.35,65.0,Released,English,200000000.0,708962323.0
Cars 3,2017,"'Animation', 'Adventure', 'Comedy', 'Family'",Brian Fee,1.7,69.0,Released,English,175000000.0,383925276.0
Kong: Skull Island,2017,"'Action', 'Adventure', 'Fantasy'",Merian C. Cooper,1.97,65.0,Released,English,185000000.0,566652812.0
Roald Dahl's The Witches,2020,"'Family', 'Comedy', 'Fantasy'",Robert Zemeckis,1.77,64.0,Released,English,,29303571.0
Fight Club,1999,'Drama',David Fincher,2.32,84.0,Released,English,63000000.0,100853753.0
The Deep Ones,2021,"'Horror', 'Science Fiction'",Chad Ferrin,1.38,42.0,Released,English,500000.0,
Chicken Run: Dawn of the Nugget,2023,"'Animation', 'Adventure', 'Comedy', 'Family'",Karey Kirkpatrick,1.62,0.0,Released,English,,
This Is Christmas,2022,"'Comedy', 'Drama', 'Romance', 'TV Movie'",Chris Foggin,1.77,64.0,Released,English,9000000.0,
Lair,2021,'Horror',Adam Ethan Crow,1.6,59.0,Released,English,,
Dawn of the Planet of the Apes,2014,"'Science Fiction', 'Action', 'Drama', 'Thriller'",Amanda Silver,2.17,73.0,Released,English,170000000.0,710644566.0
The Boat,2023,'Thriller',Alessio Liguori,1.52,54.0,Released,Italian,,
Twilight,2008,"'Fantasy', 'Drama', 'Romance'",Catherine Hardwicke,2.03,63.0,Released,English,37000000.0,393616788.0
"2025: Blood, White & Blue",2022,"'Horror', 'Action', 'Comedy'",Josh E. Williams,2.25,70.0,Released,English,,
The Suicide Squad,2021,"'Action', 'Comedy', 'Adventure'",James Gunn,2.2,76.0,Released,English,185000000.0,168717425.0
A Beautiful Mind,2001,"'Drama', 'Romance'",Ron Howard,2.25,79.0,Released,English,58000000.0,316800000.0
Shrek Forever After,2010,"'Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family'",Joe Stillman,1.55,64.0,Released,English,165000000.0,752600000.0
Fury,2014,"'War', 'Drama', 'Action'",David Ayer,2.25,75.0,Released,English,68000000.0,211817906.0
Howl's Moving Castle,2004,"'Fantasy', 'Animation', 'Adventure'",Hayao Miyazaki,1.98,84.0,Released,Japanese,24000000.0,236049757.0
Beauty and the Beast,1991,"'Romance', 'Family', 'Animation', 'Fantasy'",Kirk Wise,1.4,77.0,Released,English,25000000.0,424967620.0
Frozen II,2019,"'Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy'",Jennifer Lee,1.72,73.0,Released,English,150000000.0,1450000000.0
Sicario,2015,"'Action', 'Crime', 'Thriller'",Denis Villeneuve,2.03,74.0,Released,English,30000000.0,84872444.0
The Twilight Saga: New Moon,2009,"'Adventure', 'Fantasy', 'Drama', 'Romance'",Chris Weitz,2.18,60.0,Released,English,50000000.0,709827462.0
Thriller 40,2023,"'Documentary', 'Music'",Nelson George,1.47,83.0,Released,English,,
B&B Merry,2022,"'TV Movie', 'Comedy', 'Romance', 'Drama'",Paula Elle,1.42,61.0,Released,English,,
Scott Pilgrim vs. the World,2010,"'Action', 'Comedy', 'Romance'",Edgar Wright,1.88,75.0,Released,English,85000000.0,48000000.0
Black Clover: Sword of the Wizard King,2023,"'Animation', 'Fantasy', 'Action', 'Adventure'",Ayataka Tanemura,1.88,82.0,Released,Japanese,,
RDX: Robert Dony Xavier,2023,"'Action', 'Drama'",Nahas Hidayath,2.5,70.0,Released,Malayalam,,
The Next 365 Days,2022,"'Romance', 'Drama'",Tomasz Mandes,1.87,65.0,Released,Polish,,
Léon: The Professional,1994,"'Crime', 'Drama', 'Action'",Luc Besson,1.85,83.0,Released,English,16000000.0,45284974.0
The Baker,2023,"'Action', 'Drama', 'Crime'",Jonathan Sobol,1.67,68.0,Released,English,,
The Amazing Spider-Man,2012,"'Action', 'Adventure', 'Fantasy'",James Vanderbilt,2.27,67.0,Released,English,215000000.0,757930663.0
The Archies,2023,"'Comedy', 'Drama', 'Music', 'Romance'",Zoya Akhtar,2.4,59.0,Released,Hindi,,
The Matrix,1999,"'Action', 'Science Fiction'",Lilly Wachowski,2.27,82.0,Released,English,63000000.0,463517383.0
Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,"'Action', 'Thriller'",Oliver Thompson,1.53,68.0,Released,English,,
Raiders of the Lost Library,2022,"'Action', 'Adventure'",Gleb Orlov,1.75,57.0,Released,Russian,,
Welcome al Norte,2023,'Comedy',Gustavo Loza,1.67,84.0,Released,Spanish; Castilian,,
The Flood,2023,"'Action', 'Mystery', 'Thriller', 'Horror'",Brandon Slagle,1.55,67.0,Released,English,,
No One Will Save You,2023,"'Horror', 'Science Fiction', 'Thriller'",Brian Duffield,1.55,68.0,Released,English,22800000.0,
After We Collided,2020,"'Romance', 'Drama'",Roger Kumble,1.75,72.0,Released,English,14000000.0,48000000.0
Christmas with the Kranks,2004,"'Comedy', 'Family'",Joe Roth,1.65,62.0,Released,English,60000000.0,
Rango,2011,"'Animation', 'Comedy', 'Family', 'Western', 'Adventure'",Gore Verbinski,1.78,68.0,Released,English,135000000.0,245724603.0
After We Fell,2021,"'Romance', 'Drama'",Castille Landon,1.65,71.0,Released,English,14000000.0,21800000.0
Fall,2022,'Thriller',Scott Mann,1.78,72.0,Released,English,3000000.0,16120263.0
The Engineer,2023,"'Action', 'Thriller'",Danny A. Abeckaser,1.55,66.0,Released,English,,
Trolls World Tour,2020,"'Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Music'",Jonathan Aibel,1.5,73.0,Released,English,90000000.0,49300000.0
The Black Book,2023,"'Mystery', 'Thriller', 'Action'",Editi Effiong,2.07,68.0,Released,English,1000000.0,
Toy Story,1995,"'Animation', 'Adventure', 'Family', 'Comedy'",John Lasseter,1.35,80.0,Released,English,30000000.0,394400000.0
John Wick: Chapter 2,2017,"'Action', 'Thriller', 'Crime'",Derek Kolstad,2.03,73.0,Released,English,40000000.0,171539887.0
Poor Things,2023,"'Science Fiction', 'Romance', 'Comedy'",Yorgos Lanthimos,2.35,0.0,Released,English,35000000.0,644000.0
Sonic the Hedgehog,2020,"'Action', 'Science Fiction', 'Comedy', 'Family'",Naoto Oshima,1.65,73.0,Released,English,85000000.0,319715683.0
Jurassic World,2015,"'Action', 'Adventure', 'Science Fiction', 'Thriller'",Colin Trevorrow,2.07,67.0,Released,English,150000000.0,1671537444.0
